Job,Task,Arrival_Time,Start_Time,Finish_Time,Deadline,Response_Time,Missed_Deadline
Ultra_258,Ultra,25700,25804,25836,25800,136,True
Ultra_259,Ultra,25800,25836,25868,25900,68,False
PIR_130,PIR,25800,25868,25893,25880,93,True
Button_87,Button,25800,25893,25928,25920,128,True
Ultra_260,Ultra,25900,25928,25960,26000,60,False
Ultra_261,Ultra,26000,26000,26032,26100,32,False
PIR_131,PIR,26000,26032,26057,26080,57,False
Sound_53,Sound,26000,26057,26237,26500,237,False
Ultra_262,Ultra,26100,26237,26269,26200,169,True
Button_88,Button,26100,26269,26304,26220,204,True
Ultra_263,Ultra,26200,26304,26336,26300,136,True
PIR_132,PIR,26200,26336,26361,26280,161,True
Ultra_264,Ultra,26300,26361,26393,26400,93,False
Ultra_265,Ultra,26400,26400,26432,26500,32,False
PIR_133,PIR,26400,26432,26457,26480,57,False
Button_89,Button,26400,26457,26492,26520,92,False
Ultra_266,Ultra,26500,26500,26532,26600,32,False
Sound_54,Sound,26500,26532,26712,27000,212,False
Ultra_267,Ultra,26600,26712,26744,26700,144,True
PIR_134,PIR,26600,26744,26769,26680,169,True
Ultra_268,Ultra,26700,26769,26801,26800,101,True
Button_90,Button,26700,26801,26836,26820,136,True
Ultra_269,Ultra,26800,26836,26868,26900,68,False
PIR_135,PIR,26800,26868,26893,26880,93,True
Ultra_270,Ultra,26900,26900,26932,27000,32,False
Ultra_271,Ultra,27000,27000,27032,27100,32,False
PIR_136,PIR,27000,27032,27057,27080,57,False
Sound_55,Sound,27000,27057,27237,27500,237,False
Button_91,Button,27000,27237,27272,27120,272,True
Ultra_272,Ultra,27100,27272,27304,27200,204,True
Ultra_273,Ultra,27200,27304,27336,27300,136,True
PIR_137,PIR,27200,27336,27361,27280,161,True
Ultra_274,Ultra,27300,27361,27393,27400,93,False
Button_92,Button,27300,27393,27428,27420,128,True
Ultra_275,Ultra,27400,27428,27460,27500,60,False
PIR_138,PIR,27400,27460,27485,27480,85,True
Ultra_276,Ultra,27500,27500,27532,27600,32,False
Sound_56,Sound,27500,27532,27712,28000,212,False
Ultra_277,Ultra,27600,27712,27744,27700,144,True
PIR_139,PIR,27600,27744,27769,27680,169,True
Button_93,Button,27600,27769,27804,27720,204,True
Ultra_278,Ultra,27700,27804,27836,27800,136,True
Ultra_279,Ultra,27800,27836,27868,27900,68,False
PIR_140,PIR,27800,27868,27893,27880,93,True
Ultra_280,Ultra,27900,27900,27932,28000,32,False
Button_94,Button,27900,27932,27967,28020,67,False
Ultra_281,Ultra,28000,28000,28032,28100,32,False
PIR_141,PIR,28000,28032,28057,28080,57,False
Sound_57,Sound,28000,28057,28237,28500,237,False
Ultra_282,Ultra,28100,28237,28269,28200,169,True
Ultra_283,Ultra,28200,28269,28301,28300,101,True
PIR_142,PIR,28200,28301,28326,28280,126,True
Button_95,Button,28200,28326,28361,28320,161,True
Ultra_284,Ultra,28300,28361,28393,28400,93,False
Ultra_285,Ultra,28400,28400,28432,28500,32,False
PIR_143,PIR,28400,28432,28457,28480,57,False
Ultra_286,Ultra,28500,28500,28532,28600,32,False
Sound_58,Sound,28500,28532,28712,29000,212,False
Button_96,Button,28500,28712,28747,28620,247,True
Ultra_287,Ultra,28600,28747,28779,28700,179,True
PIR_144,PIR,28600,28779,28804,28680,204,True
Ultra_288,Ultra,28700,28804,28836,28800,136,True
Ultra_289,Ultra,28800,28836,28868,28900,68,False
PIR_145,PIR,28800,28868,28893,28880,93,True
Button_97,Button,28800,28893,28928,28920,128,True
Ultra_290,Ultra,28900,28928,28960,29000,60,False
Ultra_291,Ultra,29000,29000,29032,29100,32,False
PIR_146,PIR,29000,29032,29057,29080,57,False
Sound_59,Sound,29000,29057,29237,29500,237,False
Ultra_292,Ultra,29100,29237,29269,29200,169,True
Button_98,Button,29100,29269,29304,29220,204,True
Ultra_293,Ultra,29200,29304,29336,29300,136,True
PIR_147,PIR,29200,29336,29361,29280,161,True
Ultra_294,Ultra,29300,29361,29393,29400,93,False
Ultra_295,Ultra,29400,29400,29432,29500,32,False
PIR_148,PIR,29400,29432,29457,29480,57,False
Button_99,Button,29400,29457,29492,29520,92,False
Ultra_296,Ultra,29500,29500,29532,29600,32,False
Sound_60,Sound,29500,29532,29712,30000,212,False
Ultra_297,Ultra,29600,29712,29744,29700,144,True
PIR_149,PIR,29600,29744,29769,29680,169,True
Ultra_298,Ultra,29700,29769,29801,29800,101,True
Button_100,Button,29700,29801,29836,29820,136,True
Ultra_299,Ultra,29800,29836,29868,29900,68,False
PIR_150,PIR,29800,29868,29893,29880,93,True
Ultra_300,Ultra,29900,29900,29932,30000,32,False
