task,alpha,release,start,finish,deadline,response,waiting,tardiness,miss,utility
Task4,0.5,38300.0,38309.0,38312.0,38400.0,12.0,9.0,0.0,0,1.0
Task1,0.5,38400.0,38400.0,38403.0,38500.0,3.0,0.0,0.0,0,1.0
Task2,0.5,38400.0,38403.0,38406.0,38500.0,6.0,3.0,0.0,0,1.0
Task3,0.5,38400.0,38406.0,38409.0,38500.0,9.0,6.0,0.0,0,1.0
Task4,0.5,38400.0,38409.0,38412.0,38500.0,12.0,9.0,0.0,0,1.0
Task1,0.5,38500.0,38500.0,38503.0,38600.0,3.0,0.0,0.0,0,1.0
Task2,0.5,38500.0,38503.0,38506.0,38600.0,6.0,3.0,0.0,0,1.0
Task3,0.5,38500.0,38506.0,38509.0,38600.0,9.0,6.0,0.0,0,1.0
Task4,0.5,38500.0,38509.0,38512.0,38600.0,12.0,9.0,0.0,0,1.0
Task1,0.5,38600.0,38600.0,38603.0,38700.0,3.0,0.0,0.0,0,1.0
Task2,0.5,38600.0,38603.0,38606.0,38700.0,6.0,3.0,0.0,0,1.0
Task3,0.5,38600.0,38606.0,38609.0,38700.0,9.0,6.0,0.0,0,1.0
Task4,0.5,38600.0,38609.0,38612.0,38700.0,12.0,9.0,0.0,0,1.0
Task1,0.5,38700.0,38700.0,38703.0,38800.0,3.0,0.0,0.0,0,1.0
Task2,0.5,38700.0,38703.0,38706.0,38800.0,6.0,3.0,0.0,0,1.0
Task3,0.5,38700.0,38706.0,38709.0,38800.0,9.0,6.0,0.0,0,1.0
Task4,0.5,38700.0,38709.0,38712.0,38800.0,12.0,9.0,0.0,0,1.0
Task1,0.5,38800.0,38800.0,38803.0,38900.0,3.0,0.0,0.0,0,1.0
Task2,0.5,38800.0,38803.0,38806.0,38900.0,6.0,3.0,0.0,0,1.0
Task3,0.5,38800.0,38806.0,38809.0,38900.0,9.0,6.0,0.0,0,1.0
Task4,0.5,38800.0,38809.0,38812.0,38900.0,12.0,9.0,0.0,0,1.0
Task1,0.5,38900.0,38900.0,38903.0,39000.0,3.0,0.0,0.0,0,1.0
Task2,0.5,38900.0,38903.0,38906.0,39000.0,6.0,3.0,0.0,0,1.0
Task3,0.5,38900.0,38906.0,38909.0,39000.0,9.0,6.0,0.0,0,1.0
Task4,0.5,38900.0,38909.0,38912.0,39000.0,12.0,9.0,0.0,0,1.0
Task1,0.5,39000.0,39000.0,39003.0,39100.0,3.0,0.0,0.0,0,1.0
Task2,0.5,39000.0,39003.0,39006.0,39100.0,6.0,3.0,0.0,0,1.0
Task3,0.5,39000.0,39006.0,39009.0,39100.0,9.0,6.0,0.0,0,1.0
Task4,0.5,39000.0,39009.0,39012.0,39100.0,12.0,9.0,0.0,0,1.0
Task1,0.5,39100.0,39100.0,39103.0,39200.0,3.0,0.0,0.0,0,1.0
Task2,0.5,39100.0,39103.0,39106.0,39200.0,6.0,3.0,0.0,0,1.0
Task3,0.5,39100.0,39106.0,39109.0,39200.0,9.0,6.0,0.0,0,1.0
Task4,0.5,39100.0,39109.0,39112.0,39200.0,12.0,9.0,0.0,0,1.0
Task1,0.5,39200.0,39200.0,39203.0,39300.0,3.0,0.0,0.0,0,1.0
Task2,0.5,39200.0,39203.0,39206.0,39300.0,6.0,3.0,0.0,0,1.0
Task3,0.5,39200.0,39206.0,39209.0,39300.0,9.0,6.0,0.0,0,1.0
Task4,0.5,39200.0,39209.0,39212.0,39300.0,12.0,9.0,0.0,0,1.0
Task1,0.5,39300.0,39300.0,39303.0,39400.0,3.0,0.0,0.0,0,1.0
Task2,0.5,39300.0,39303.0,39306.0,39400.0,6.0,3.0,0.0,0,1.0
Task3,0.5,39300.0,39306.0,39309.0,39400.0,9.0,6.0,0.0,0,1.0
Task4,0.5,39300.0,39309.0,39312.0,39400.0,12.0,9.0,0.0,0,1.0
Task1,0.5,39400.0,39400.0,39403.0,39500.0,3.0,0.0,0.0,0,1.0
Task2,0.5,39400.0,39403.0,39406.0,39500.0,6.0,3.0,0.0,0,1.0
Task3,0.5,39400.0,39406.0,39409.0,39500.0,9.0,6.0,0.0,0,1.0
Task4,0.5,39400.0,39409.0,39412.0,39500.0,12.0,9.0,0.0,0,1.0
Task1,0.5,39500.0,39500.0,39503.0,39600.0,3.0,0.0,0.0,0,1.0
Task2,0.5,39500.0,39503.0,39506.0,39600.0,6.0,3.0,0.0,0,1.0
Task3,0.5,39500.0,39506.0,39509.0,39600.0,9.0,6.0,0.0,0,1.0
Task4,0.5,39500.0,39509.0,39512.0,39600.0,12.0,9.0,0.0,0,1.0
Task1,0.5,39600.0,39600.0,39603.0,39700.0,3.0,0.0,0.0,0,1.0
Task2,0.5,39600.0,39603.0,39606.0,39700.0,6.0,3.0,0.0,0,1.0
Task3,0.5,39600.0,39606.0,39609.0,39700.0,9.0,6.0,0.0,0,1.0
Task4,0.5,39600.0,39609.0,39612.0,39700.0,12.0,9.0,0.0,0,1.0
Task1,0.5,39700.0,39700.0,39703.0,39800.0,3.0,0.0,0.0,0,1.0
Task2,0.5,39700.0,39703.0,39706.0,39800.0,6.0,3.0,0.0,0,1.0
Task3,0.5,39700.0,39706.0,39709.0,39800.0,9.0,6.0,0.0,0,1.0
Task4,0.5,39700.0,39709.0,39712.0,39800.0,12.0,9.0,0.0,0,1.0
Task1,0.5,39800.0,39800.0,39803.0,39900.0,3.0,0.0,0.0,0,1.0
Task2,0.5,39800.0,39803.0,39806.0,39900.0,6.0,3.0,0.0,0,1.0
Task3,0.5,39800.0,39806.0,39809.0,39900.0,9.0,6.0,0.0,0,1.0
Task4,0.5,39800.0,39809.0,39812.0,39900.0,12.0,9.0,0.0,0,1.0
Task1,0.5,39900.0,39900.0,39903.0,40000.0,3.0,0.0,0.0,0,1.0
Task2,0.5,39900.0,39903.0,39906.0,40000.0,6.0,3.0,0.0,0,1.0
Task3,0.5,39900.0,39906.0,39909.0,40000.0,9.0,6.0,0.0,0,1.0
Task4,0.5,39900.0,39909.0,39912.0,40000.0,12.0,9.0,0.0,0,1.0
Task1,0.5,40000.0,40000.0,40003.0,40100.0,3.0,0.0,0.0,0,1.0
Task2,0.5,40000.0,40003.0,40006.0,40100.0,6.0,3.0,0.0,0,1.0
Task3,0.5,40000.0,40006.0,40009.0,40100.0,9.0,6.0,0.0,0,1.0
Task4,0.5,40000.0,40009.0,40012.0,40100.0,12.0,9.0,0.0,0,1.0
Task1,0.5,40100.0,40100.0,40103.0,40200.0,3.0,0.0,0.0,0,1.0
Task2,0.5,40100.0,40103.0,40106.0,40200.0,6.0,3.0,0.0,0,1.0
Task3,0.5,40100.0,40106.0,40109.0,40200.0,9.0,6.0,0.0,0,1.0
Task4,0.5,40100.0,40109.0,40112.0,40200.0,12.0,9.0,0.0,0,1.0
Task1,0.5,40200.0,40200.0,40203.0,40300.0,3.0,0.0,0.0,0,1.0
Task2,0.5,40200.0,40203.0,40206.0,40300.0,6.0,3.0,0.0,0,1.0
Task3,0.5,40200.0,40206.0,40209.0,40300.0,9.0,6.0,0.0,0,1.0
Task4,0.5,40200.0,40209.0,40212.0,40300.0,12.0,9.0,0.0,0,1.0
Task1,0.5,40300.0,40300.0,40303.0,40400.0,3.0,0.0,0.0,0,1.0
Task2,0.5,40300.0,40303.0,40306.0,40400.0,6.0,3.0,0.0,0,1.0
Task3,0.5,40300.0,40306.0,40309.0,40400.0,9.0,6.0,0.0,0,1.0
Task4,0.5,40300.0,40309.0,40312.0,40400.0,12.0,9.0,0.0,0,1.0
Task1,0.5,40400.0,40400.0,40403.0,40500.0,3.0,0.0,0.0,0,1.0
Task2,0.5,40400.0,40403.0,40406.0,40500.0,6.0,3.0,0.0,0,1.0
Task3,0.5,40400.0,40406.0,40409.0,40500.0,9.0,6.0,0.0,0,1.0
Task4,0.5,40400.0,40409.0,40412.0,40500.0,12.0,9.0,0.0,0,1.0
Task1,0.5,40500.0,40500.0,40503.0,40600.0,3.0,0.0,0.0,0,1.0
Task2,0.5,40500.0,40503.0,40506.0,40600.0,6.0,3.0,0.0,0,1.0
Task3,0.5,40500.0,40506.0,40509.0,40600.0,9.0,6.0,0.0,0,1.0
Task4,0.5,40500.0,40509.0,40512.0,40600.0,12.0,9.0,0.0,0,1.0
Task1,0.5,40600.0,40600.0,40603.0,40700.0,3.0,0.0,0.0,0,1.0
Task2,0.5,40600.0,40603.0,40606.0,40700.0,6.0,3.0,0.0,0,1.0
Task3,0.5,40600.0,40606.0,40609.0,40700.0,9.0,6.0,0.0,0,1.0
Task4,0.5,40600.0,40609.0,40612.0,40700.0,12.0,9.0,0.0,0,1.0
Task1,0.5,40700.0,40700.0,40703.0,40800.0,3.0,0.0,0.0,0,1.0
Task2,0.5,40700.0,40703.0,40706.0,40800.0,6.0,3.0,0.0,0,1.0
Task3,0.5,40700.0,40706.0,40709.0,40800.0,9.0,6.0,0.0,0,1.0
Task4,0.5,40700.0,40709.0,40712.0,40800.0,12.0,9.0,0.0,0,1.0
Task1,0.5,40800.0,40800.0,40803.0,40900.0,3.0,0.0,0.0,0,1.0
Task2,0.5,40800.0,40803.0,40806.0,40900.0,6.0,3.0,0.0,0,1.0
Task3,0.5,40800.0,40806.0,40809.0,40900.0,9.0,6.0,0.0,0,1.0
Task4,0.5,40800.0,40809.0,40812.0,40900.0,12.0,9.0,0.0,0,1.0
Task1,0.5,40900.0,40900.0,40903.0,41000.0,3.0,0.0,0.0,0,1.0
Task2,0.5,40900.0,40903.0,40906.0,41000.0,6.0,3.0,0.0,0,1.0
Task3,0.5,40900.0,40906.0,40909.0,41000.0,9.0,6.0,0.0,0,1.0
Task4,0.5,40900.0,40909.0,40912.0,41000.0,12.0,9.0,0.0,0,1.0
Task1,0.5,41000.0,41000.0,41003.0,41100.0,3.0,0.0,0.0,0,1.0
Task2,0.5,41000.0,41003.0,41006.0,41100.0,6.0,3.0,0.0,0,1.0
Task3,0.5,41000.0,41006.0,41009.0,41100.0,9.0,6.0,0.0,0,1.0
Task4,0.5,41000.0,41009.0,41012.0,41100.0,12.0,9.0,0.0,0,1.0
Task1,0.5,41100.0,41100.0,41103.0,41200.0,3.0,0.0,0.0,0,1.0
Task2,0.5,41100.0,41103.0,41106.0,41200.0,6.0,3.0,0.0,0,1.0
Task3,0.5,41100.0,41106.0,41109.0,41200.0,9.0,6.0,0.0,0,1.0
Task4,0.5,41100.0,41109.0,41112.0,41200.0,12.0,9.0,0.0,0,1.0
Task1,0.5,41200.0,41200.0,41203.0,41300.0,3.0,0.0,0.0,0,1.0
Task2,0.5,41200.0,41203.0,41206.0,41300.0,6.0,3.0,0.0,0,1.0
Task3,0.5,41200.0,41206.0,41209.0,41300.0,9.0,6.0,0.0,0,1.0
Task4,0.5,41200.0,41209.0,41212.0,41300.0,12.0,9.0,0.0,0,1.0
Task1,0.5,41300.0,41300.0,41303.0,41400.0,3.0,0.0,0.0,0,1.0
Task2,0.5,41300.0,41303.0,41306.0,41400.0,6.0,3.0,0.0,0,1.0
Task3,0.5,41300.0,41306.0,41309.0,41400.0,9.0,6.0,0.0,0,1.0
Task4,0.5,41300.0,41309.0,41312.0,41400.0,12.0,9.0,0.0,0,1.0
Task1,0.5,41400.0,41400.0,41403.0,41500.0,3.0,0.0,0.0,0,1.0
Task2,0.5,41400.0,41403.0,41406.0,41500.0,6.0,3.0,0.0,0,1.0
Task3,0.5,41400.0,41406.0,41409.0,41500.0,9.0,6.0,0.0,0,1.0
Task4,0.5,41400.0,41409.0,41412.0,41500.0,12.0,9.0,0.0,0,1.0
Task1,0.5,41500.0,41500.0,41503.0,41600.0,3.0,0.0,0.0,0,1.0
Task2,0.5,41500.0,41503.0,41506.0,41600.0,6.0,3.0,0.0,0,1.0
Task3,0.5,41500.0,41506.0,41509.0,41600.0,9.0,6.0,0.0,0,1.0
Task4,0.5,41500.0,41509.0,41512.0,41600.0,12.0,9.0,0.0,0,1.0
Task1,0.5,41600.0,41600.0,41603.0,41700.0,3.0,0.0,0.0,0,1.0
Task2,0.5,41600.0,41603.0,41606.0,41700.0,6.0,3.0,0.0,0,1.0
Task3,0.5,41600.0,41606.0,41609.0,41700.0,9.0,6.0,0.0,0,1.0
Task4,0.5,41600.0,41609.0,41612.0,41700.0,12.0,9.0,0.0,0,1.0
Task1,0.5,41700.0,41700.0,41703.0,41800.0,3.0,0.0,0.0,0,1.0
Task2,0.5,41700.0,41703.0,41706.0,41800.0,6.0,3.0,0.0,0,1.0
Task3,0.5,41700.0,41706.0,41709.0,41800.0,9.0,6.0,0.0,0,1.0
Task4,0.5,41700.0,41709.0,41712.0,41800.0,12.0,9.0,0.0,0,1.0
Task1,0.5,41800.0,41800.0,41803.0,41900.0,3.0,0.0,0.0,0,1.0
Task2,0.5,41800.0,41803.0,41806.0,41900.0,6.0,3.0,0.0,0,1.0
Task3,0.5,41800.0,41806.0,41809.0,41900.0,9.0,6.0,0.0,0,1.0
Task4,0.5,41800.0,41809.0,41812.0,41900.0,12.0,9.0,0.0,0,1.0
Task1,0.5,41900.0,41900.0,41903.0,42000.0,3.0,0.0,0.0,0,1.0
Task2,0.5,41900.0,41903.0,41906.0,42000.0,6.0,3.0,0.0,0,1.0
Task3,0.5,41900.0,41906.0,41909.0,42000.0,9.0,6.0,0.0,0,1.0
Task4,0.5,41900.0,41909.0,41912.0,42000.0,12.0,9.0,0.0,0,1.0
Task1,0.5,42000.0,42000.0,42003.0,42100.0,3.0,0.0,0.0,0,1.0
Task2,0.5,42000.0,42003.0,42006.0,42100.0,6.0,3.0,0.0,0,1.0
Task3,0.5,42000.0,42006.0,42009.0,42100.0,9.0,6.0,0.0,0,1.0
Task4,0.5,42000.0,42009.0,42012.0,42100.0,12.0,9.0,0.0,0,1.0
Task1,0.5,42100.0,42100.0,42103.0,42200.0,3.0,0.0,0.0,0,1.0
Task2,0.5,42100.0,42103.0,42106.0,42200.0,6.0,3.0,0.0,0,1.0
Task3,0.5,42100.0,42106.0,42109.0,42200.0,9.0,6.0,0.0,0,1.0
Task4,0.5,42100.0,42109.0,42112.0,42200.0,12.0,9.0,0.0,0,1.0
Task1,0.5,42200.0,42200.0,42203.0,42300.0,3.0,0.0,0.0,0,1.0
Task2,0.5,42200.0,42203.0,42206.0,42300.0,6.0,3.0,0.0,0,1.0
Task3,0.5,42200.0,42206.0,42209.0,42300.0,9.0,6.0,0.0,0,1.0
Task4,0.5,42200.0,42209.0,42212.0,42300.0,12.0,9.0,0.0,0,1.0
Task1,0.5,42300.0,42300.0,42303.0,42400.0,3.0,0.0,0.0,0,1.0
Task2,0.5,42300.0,42303.0,42306.0,42400.0,6.0,3.0,0.0,0,1.0
Task3,0.5,42300.0,42306.0,42309.0,42400.0,9.0,6.0,0.0,0,1.0
Task4,0.5,42300.0,42309.0,42312.0,42400.0,12.0,9.0,0.0,0,1.0
Task1,0.5,42400.0,42400.0,42403.0,42500.0,3.0,0.0,0.0,0,1.0
Task2,0.5,42400.0,42403.0,42406.0,42500.0,6.0,3.0,0.0,0,1.0
Task3,0.5,42400.0,42406.0,42409.0,42500.0,9.0,6.0,0.0,0,1.0
Task4,0.5,42400.0,42409.0,42412.0,42500.0,12.0,9.0,0.0,0,1.0
Task1,0.5,42500.0,42500.0,42503.0,42600.0,3.0,0.0,0.0,0,1.0
Task2,0.5,42500.0,42503.0,42506.0,42600.0,6.0,3.0,0.0,0,1.0
Task3,0.5,42500.0,42506.0,42509.0,42600.0,9.0,6.0,0.0,0,1.0
Task4,0.5,42500.0,42509.0,42512.0,42600.0,12.0,9.0,0.0,0,1.0
Task1,0.5,42600.0,42600.0,42603.0,42700.0,3.0,0.0,0.0,0,1.0
Task2,0.5,42600.0,42603.0,42606.0,42700.0,6.0,3.0,0.0,0,1.0
Task3,0.5,42600.0,42606.0,42609.0,42700.0,9.0,6.0,0.0,0,1.0
Task4,0.5,42600.0,42609.0,42612.0,42700.0,12.0,9.0,0.0,0,1.0
Task1,0.5,42700.0,42700.0,42703.0,42800.0,3.0,0.0,0.0,0,1.0
Task2,0.5,42700.0,42703.0,42706.0,42800.0,6.0,3.0,0.0,0,1.0
Task3,0.5,42700.0,42706.0,42709.0,42800.0,9.0,6.0,0.0,0,1.0
Task4,0.5,42700.0,42709.0,42712.0,42800.0,12.0,9.0,0.0,0,1.0
Task1,0.5,42800.0,42800.0,42803.0,42900.0,3.0,0.0,0.0,0,1.0
Task2,0.5,42800.0,42803.0,42806.0,42900.0,6.0,3.0,0.0,0,1.0
Task3,0.5,42800.0,42806.0,42809.0,42900.0,9.0,6.0,0.0,0,1.0
Task4,0.5,42800.0,42809.0,42812.0,42900.0,12.0,9.0,0.0,0,1.0
Task1,0.5,42900.0,42900.0,42903.0,43000.0,3.0,0.0,0.0,0,1.0
Task2,0.5,42900.0,42903.0,42906.0,43000.0,6.0,3.0,0.0,0,1.0
Task3,0.5,42900.0,42906.0,42909.0,43000.0,9.0,6.0,0.0,0,1.0
Task4,0.5,42900.0,42909.0,42912.0,43000.0,12.0,9.0,0.0,0,1.0
Task1,0.5,43000.0,43000.0,43003.0,43100.0,3.0,0.0,0.0,0,1.0
Task2,0.5,43000.0,43003.0,43006.0,43100.0,6.0,3.0,0.0,0,1.0
Task3,0.5,43000.0,43006.0,43009.0,43100.0,9.0,6.0,0.0,0,1.0
Task4,0.5,43000.0,43009.0,43012.0,43100.0,12.0,9.0,0.0,0,1.0
Task1,0.5,43100.0,43100.0,43103.0,43200.0,3.0,0.0,0.0,0,1.0
Task2,0.5,43100.0,43103.0,43106.0,43200.0,6.0,3.0,0.0,0,1.0
Task3,0.5,43100.0,43106.0,43109.0,43200.0,9.0,6.0,0.0,0,1.0
Task4,0.5,43100.0,43109.0,43112.0,43200.0,12.0,9.0,0.0,0,1.0
Task1,0.5,43200.0,43200.0,43203.0,43300.0,3.0,0.0,0.0,0,1.0
Task2,0.5,43200.0,43203.0,43206.0,43300.0,6.0,3.0,0.0,0,1.0
Task3,0.5,43200.0,43206.0,43209.0,43300.0,9.0,6.0,0.0,0,1.0
Task4,0.5,43200.0,43209.0,43212.0,43300.0,12.0,9.0,0.0,0,1.0
Task1,0.5,43300.0,43300.0,43303.0,43400.0,3.0,0.0,0.0,0,1.0
Task2,0.5,43300.0,43303.0,43306.0,43400.0,6.0,3.0,0.0,0,1.0
Task3,0.5,43300.0,43306.0,43309.0,43400.0,9.0,6.0,0.0,0,1.0
Task4,0.5,43300.0,43309.0,43312.0,43400.0,12.0,9.0,0.0,0,1.0
Task1,0.5,43400.0,43400.0,43403.0,43500.0,3.0,0.0,0.0,0,1.0
Task2,0.5,43400.0,43403.0,43406.0,43500.0,6.0,3.0,0.0,0,1.0
Task3,0.5,43400.0,43406.0,43409.0,43500.0,9.0,6.0,0.0,0,1.0
Task4,0.5,43400.0,43409.0,43412.0,43500.0,12.0,9.0,0.0,0,1.0
Task1,0.5,43500.0,43500.0,43503.0,43600.0,3.0,0.0,0.0,0,1.0
Task2,0.5,43500.0,43503.0,43506.0,43600.0,6.0,3.0,0.0,0,1.0
Task3,0.5,43500.0,43506.0,43509.0,43600.0,9.0,6.0,0.0,0,1.0
Task4,0.5,43500.0,43509.0,43512.0,43600.0,12.0,9.0,0.0,0,1.0
Task1,0.5,43600.0,43600.0,43603.0,43700.0,3.0,0.0,0.0,0,1.0
Task2,0.5,43600.0,43603.0,43606.0,43700.0,6.0,3.0,0.0,0,1.0
Task3,0.5,43600.0,43606.0,43609.0,43700.0,9.0,6.0,0.0,0,1.0
Task4,0.5,43600.0,43609.0,43612.0,43700.0,12.0,9.0,0.0,0,1.0
Task1,0.5,43700.0,43700.0,43703.0,43800.0,3.0,0.0,0.0,0,1.0
Task2,0.5,43700.0,43703.0,43706.0,43800.0,6.0,3.0,0.0,0,1.0
Task3,0.5,43700.0,43706.0,43709.0,43800.0,9.0,6.0,0.0,0,1.0
Task4,0.5,43700.0,43709.0,43712.0,43800.0,12.0,9.0,0.0,0,1.0
Task1,0.5,43800.0,43800.0,43803.0,43900.0,3.0,0.0,0.0,0,1.0
Task2,0.5,43800.0,43803.0,43806.0,43900.0,6.0,3.0,0.0,0,1.0
Task3,0.5,43800.0,43806.0,43809.0,43900.0,9.0,6.0,0.0,0,1.0
Task4,0.5,43800.0,43809.0,43812.0,43900.0,12.0,9.0,0.0,0,1.0
Task1,0.5,43900.0,43900.0,43903.0,44000.0,3.0,0.0,0.0,0,1.0
Task2,0.5,43900.0,43903.0,43906.0,44000.0,6.0,3.0,0.0,0,1.0
Task3,0.5,43900.0,43906.0,43909.0,44000.0,9.0,6.0,0.0,0,1.0
Task4,0.5,43900.0,43909.0,43912.0,44000.0,12.0,9.0,0.0,0,1.0
Task1,0.5,44000.0,44000.0,44003.0,44100.0,3.0,0.0,0.0,0,1.0
Task2,0.5,44000.0,44003.0,44006.0,44100.0,6.0,3.0,0.0,0,1.0
Task3,0.5,44000.0,44006.0,44009.0,44100.0,9.0,6.0,0.0,0,1.0
Task4,0.5,44000.0,44009.0,44012.0,44100.0,12.0,9.0,0.0,0,1.0
Task1,0.5,44100.0,44100.0,44103.0,44200.0,3.0,0.0,0.0,0,1.0
Task2,0.5,44100.0,44103.0,44106.0,44200.0,6.0,3.0,0.0,0,1.0
Task3,0.5,44100.0,44106.0,44109.0,44200.0,9.0,6.0,0.0,0,1.0
Task4,0.5,44100.0,44109.0,44112.0,44200.0,12.0,9.0,0.0,0,1.0
Task1,0.5,44200.0,44200.0,44203.0,44300.0,3.0,0.0,0.0,0,1.0
Task2,0.5,44200.0,44203.0,44206.0,44300.0,6.0,3.0,0.0,0,1.0
Task3,0.5,44200.0,44206.0,44209.0,44300.0,9.0,6.0,0.0,0,1.0
Task4,0.5,44200.0,44209.0,44212.0,44300.0,12.0,9.0,0.0,0,1.0
Task1,0.5,44300.0,44300.0,44303.0,44400.0,3.0,0.0,0.0,0,1.0
Task2,0.5,44300.0,44303.0,44306.0,44400.0,6.0,3.0,0.0,0,1.0
Task3,0.5,44300.0,44306.0,44309.0,44400.0,9.0,6.0,0.0,0,1.0
Task4,0.5,44300.0,44309.0,44312.0,44400.0,12.0,9.0,0.0,0,1.0
Task1,0.5,44400.0,44400.0,44403.0,44500.0,3.0,0.0,0.0,0,1.0
Task2,0.5,44400.0,44403.0,44406.0,44500.0,6.0,3.0,0.0,0,1.0
Task3,0.5,44400.0,44406.0,44409.0,44500.0,9.0,6.0,0.0,0,1.0
Task4,0.5,44400.0,44409.0,44412.0,44500.0,12.0,9.0,0.0,0,1.0
Task1,0.5,44500.0,44500.0,44503.0,44600.0,3.0,0.0,0.0,0,1.0
Task2,0.5,44500.0,44503.0,44506.0,44600.0,6.0,3.0,0.0,0,1.0
Task3,0.5,44500.0,44506.0,44509.0,44600.0,9.0,6.0,0.0,0,1.0
Task4,0.5,44500.0,44509.0,44512.0,44600.0,12.0,9.0,0.0,0,1.0
Task1,0.5,44600.0,44600.0,44603.0,44700.0,3.0,0.0,0.0,0,1.0
Task2,0.5,44600.0,44603.0,44606.0,44700.0,6.0,3.0,0.0,0,1.0
Task3,0.5,44600.0,44606.0,44609.0,44700.0,9.0,6.0,0.0,0,1.0
Task4,0.5,44600.0,44609.0,44612.0,44700.0,12.0,9.0,0.0,0,1.0
Task1,0.5,44700.0,44700.0,44703.0,44800.0,3.0,0.0,0.0,0,1.0
Task2,0.5,44700.0,44703.0,44706.0,44800.0,6.0,3.0,0.0,0,1.0
Task3,0.5,44700.0,44706.0,44709.0,44800.0,9.0,6.0,0.0,0,1.0
Task4,0.5,44700.0,44709.0,44712.0,44800.0,12.0,9.0,0.0,0,1.0
Task1,0.5,44800.0,44800.0,44803.0,44900.0,3.0,0.0,0.0,0,1.0
Task2,0.5,44800.0,44803.0,44806.0,44900.0,6.0,3.0,0.0,0,1.0
Task3,0.5,44800.0,44806.0,44809.0,44900.0,9.0,6.0,0.0,0,1.0
Task4,0.5,44800.0,44809.0,44812.0,44900.0,12.0,9.0,0.0,0,1.0
Task1,0.5,44900.0,44900.0,44903.0,45000.0,3.0,0.0,0.0,0,1.0
Task2,0.5,44900.0,44903.0,44906.0,45000.0,6.0,3.0,0.0,0,1.0
Task3,0.5,44900.0,44906.0,44909.0,45000.0,9.0,6.0,0.0,0,1.0
Task4,0.5,44900.0,44909.0,44912.0,45000.0,12.0,9.0,0.0,0,1.0
Task1,0.5,45000.0,45000.0,45003.0,45100.0,3.0,0.0,0.0,0,1.0
Task2,0.5,45000.0,45003.0,45006.0,45100.0,6.0,3.0,0.0,0,1.0
Task3,0.5,45000.0,45006.0,45009.0,45100.0,9.0,6.0,0.0,0,1.0
Task4,0.5,45000.0,45009.0,45012.0,45100.0,12.0,9.0,0.0,0,1.0
Task1,0.5,45100.0,45100.0,45103.0,45200.0,3.0,0.0,0.0,0,1.0
Task2,0.5,45100.0,45103.0,45106.0,45200.0,6.0,3.0,0.0,0,1.0
Task3,0.5,45100.0,45106.0,45109.0,45200.0,9.0,6.0,0.0,0,1.0
Task4,0.5,45100.0,45109.0,45112.0,45200.0,12.0,9.0,0.0,0,1.0
Task1,0.5,45200.0,45200.0,45203.0,45300.0,3.0,0.0,0.0,0,1.0
Task2,0.5,45200.0,45203.0,45206.0,45300.0,6.0,3.0,0.0,0,1.0
Task3,0.5,45200.0,45206.0,45209.0,45300.0,9.0,6.0,0.0,0,1.0
Task4,0.5,45200.0,45209.0,45212.0,45300.0,12.0,9.0,0.0,0,1.0
Task1,0.5,45300.0,45300.0,45303.0,45400.0,3.0,0.0,0.0,0,1.0
Task2,0.5,45300.0,45303.0,45306.0,45400.0,6.0,3.0,0.0,0,1.0
Task3,0.5,45300.0,45306.0,45309.0,45400.0,9.0,6.0,0.0,0,1.0
Task4,0.5,45300.0,45309.0,45312.0,45400.0,12.0,9.0,0.0,0,1.0
Task1,0.5,45400.0,45400.0,45403.0,45500.0,3.0,0.0,0.0,0,1.0
Task2,0.5,45400.0,45403.0,45406.0,45500.0,6.0,3.0,0.0,0,1.0
Task3,0.5,45400.0,45406.0,45409.0,45500.0,9.0,6.0,0.0,0,1.0
Task4,0.5,45400.0,45409.0,45412.0,45500.0,12.0,9.0,0.0,0,1.0
Task1,0.5,45500.0,45500.0,45503.0,45600.0,3.0,0.0,0.0,0,1.0
Task2,0.5,45500.0,45503.0,45506.0,45600.0,6.0,3.0,0.0,0,1.0
Task3,0.5,45500.0,45506.0,45509.0,45600.0,9.0,6.0,0.0,0,1.0
Task4,0.5,45500.0,45509.0,45512.0,45600.0,12.0,9.0,0.0,0,1.0
Task1,0.5,45600.0,45600.0,45603.0,45700.0,3.0,0.0,0.0,0,1.0
Task2,0.5,45600.0,45603.0,45606.0,45700.0,6.0,3.0,0.0,0,1.0
Task3,0.5,45600.0,45606.0,45609.0,45700.0,9.0,6.0,0.0,0,1.0
Task4,0.5,45600.0,45609.0,45612.0,45700.0,12.0,9.0,0.0,0,1.0
Task1,0.5,45700.0,45700.0,45703.0,45800.0,3.0,0.0,0.0,0,1.0
Task2,0.5,45700.0,45703.0,45706.0,45800.0,6.0,3.0,0.0,0,1.0
Task3,0.5,45700.0,45706.0,45709.0,45800.0,9.0,6.0,0.0,0,1.0
Task4,0.5,45700.0,45709.0,45712.0,45800.0,12.0,9.0,0.0,0,1.0
Task1,0.5,45800.0,45800.0,45803.0,45900.0,3.0,0.0,0.0,0,1.0
Task2,0.5,45800.0,45803.0,45806.0,45900.0,6.0,3.0,0.0,0,1.0
Task3,0.5,45800.0,45806.0,45809.0,45900.0,9.0,6.0,0.0,0,1.0
Task4,0.5,45800.0,45809.0,45812.0,45900.0,12.0,9.0,0.0,0,1.0
Task1,0.5,45900.0,45900.0,45903.0,46000.0,3.0,0.0,0.0,0,1.0
Task2,0.5,45900.0,45903.0,45906.0,46000.0,6.0,3.0,0.0,0,1.0
